[GIN] 2025/06/17 - 11:09:45 | 200 |      1.9196ms |             ::1 | GET      "/user"
[GIN] 2025/06/17 - 11:09:45 | 200 |       546.4µs |             ::1 | GET      "/role"
[GIN] 2025/06/17 - 11:09:49 | 200 |      1.0927ms |             ::1 | POST     "/role"
[GIN] 2025/06/17 - 11:09:49 | 200 |            0s |             ::1 | GET      "/role"
[GIN] 2025/06/17 - 11:10:31 | 200 |       515.4µs |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:10:31 | 200 |            0s |             ::1 | GET      "/item"
[GIN] 2025/06/17 - 11:10:31 | 200 |       550.6µs |             ::1 | GET      "/item/quantity/1"
[GIN] 2025/06/17 - 11:10:31 | 200 |       550.6µs |             ::1 | GET      "/item/quantity/2"
[GIN] 2025/06/17 - 11:10:31 | 200 |     28.7675ms |             ::1 | GET      "/item/quantity/3"
[GIN] 2025/06/17 - 11:10:32 | 200 |       512.5µs |             ::1 | GET      "/user"
[GIN] 2025/06/17 - 11:10:32 | 200 |       512.5µs |             ::1 | GET      "/role"
[GIN] 2025/06/17 - 11:10:36 | 200 |       517.3µs |             ::1 | GET      "/role"
[GIN] 2025/06/17 - 11:10:40 | 200 |    186.3351ms |             ::1 | POST     "/user"
[GIN] 2025/06/17 - 11:10:40 | 200 |      1.0003ms |             ::1 | GET      "/role"
[GIN] 2025/06/17 - 11:10:40 | 200 |      1.0003ms |             ::1 | GET      "/user"
[GIN] 2025/06/17 - 11:10:43 | 200 |    186.1096ms |             ::1 | POST     "/user/login"
[GIN] 2025/06/17 - 11:10:43 | 200 |      1.6425ms |             ::1 | GET      "/user/validate"
[GIN] 2025/06/17 - 11:10:45 | 403 |       560.4µs |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:10:52 | 403 |       541.7µs |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:10:52 | 403 |            0s |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:10:58 | 403 |       517.7µs |             ::1 | POST     "/category"
[GIN] 2025/06/17 - 11:10:59 | 403 |         518µs |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:11:00 | 403 |       543.2µs |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:11:02 | 403 |       733.6µs |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:11:04 | 403 |       550.6µs |             ::1 | GET      "/role"
[GIN] 2025/06/17 - 11:11:04 | 403 |            0s |             ::1 | GET      "/user"
[GIN] 2025/06/17 - 11:11:06 | 403 |       566.9µs |             ::1 | GET      "/location"
[GIN] 2025/06/17 - 11:11:06 | 403 |       566.9µs |             ::1 | GET      "/item"
[GIN] 2025/06/17 - 11:11:07 | 204 |            0s |             ::1 | OPTIONS  "/allocation"
[GIN] 2025/06/17 - 11:11:07 | 403 |       531.6µs |             ::1 | GET      "/allocation"
[GIN] 2025/06/17 - 11:11:10 | 403 |       521.5µs |             ::1 | GET      "/location"
[GIN] 2025/06/17 - 11:11:10 | 403 |         576µs |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:11:29 | 200 |      1.4805ms |             ::1 | GET      "/user/validate"
[GIN] 2025/06/17 - 11:11:35 | 200 |    188.5995ms |             ::1 | POST     "/user/login"
[GIN] 2025/06/17 - 11:11:35 | 200 |       588.7µs |             ::1 | GET      "/user/validate"
[GIN] 2025/06/17 - 11:11:38 | 200 |         506µs |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:11:38 | 200 |       548.7µs |             ::1 | GET      "/item"
[GIN] 2025/06/17 - 11:11:38 | 200 |            0s |             ::1 | GET      "/item/quantity/1"
[GIN] 2025/06/17 - 11:11:38 | 200 |            0s |             ::1 | GET      "/item/quantity/2"
[GIN] 2025/06/17 - 11:11:38 | 200 |     28.9362ms |             ::1 | GET      "/item/quantity/3"
[GIN] 2025/06/17 - 11:11:38 | 200 |       523.9µs |             ::1 | GET      "/location"
[GIN] 2025/06/17 - 11:11:39 | 200 |       606.1µs |             ::1 | GET      "/role"
[GIN] 2025/06/17 - 11:11:39 | 200 |       519.6µs |             ::1 | GET      "/user"
[GIN] 2025/06/17 - 11:11:40 | 200 |       520.1µs |             ::1 | GET      "/role"
[GIN] 2025/06/17 - 11:11:46 | 200 |       518.6µs |             ::1 | GET      "/user"
[GIN] 2025/06/17 - 11:11:46 | 200 |       518.6µs |             ::1 | GET      "/role"
[GIN] 2025/06/17 - 11:11:51 | 200 |       871.5µs |             ::1 | GET      "/role"
[GIN] 2025/06/17 - 11:11:52 | 200 |      1.5483ms |             ::1 | GET      "/role"
[GIN] 2025/06/17 - 11:11:52 | 200 |      1.5483ms |             ::1 | GET      "/user"
[GIN] 2025/06/17 - 11:11:55 | 200 |       523.4µs |             ::1 | GET      "/user/validate"
[GIN] 2025/06/17 - 11:11:59 | 200 |       517.1µs |             ::1 | GET      "/location"
[GIN] 2025/06/17 - 11:11:59 | 200 |       548.2µs |             ::1 | GET      "/role"
[GIN] 2025/06/17 - 11:11:59 | 200 |            0s |             ::1 | GET      "/user"
[GIN] 2025/06/17 - 11:12:04 | 200 |       530.5µs |             ::1 | GET      "/user/validate"
[GIN] 2025/06/17 - 11:12:06 | 200 |      1.5985ms |             ::1 | GET      "/role"
[GIN] 2025/06/17 - 11:12:06 | 200 |            0s |             ::1 | GET      "/user"
[GIN] 2025/06/17 - 11:12:23 | 200 |       562.1µs |             ::1 | GET      "/user/validate"
[GIN] 2025/06/17 - 11:12:25 | 200 |       513.8µs |             ::1 | GET      "/role"
[GIN] 2025/06/17 - 11:12:25 | 200 |            0s |             ::1 | GET      "/user"
[GIN] 2025/06/17 - 11:12:26 | 200 |      1.1849ms |             ::1 | GET      "/role"
[GIN] 2025/06/17 - 11:12:30 | 200 |       548.1µs |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:12:30 | 200 |         554µs |             ::1 | GET      "/item"
[GIN] 2025/06/17 - 11:12:30 | 200 |       522.4µs |             ::1 | GET      "/item/quantity/1"
[GIN] 2025/06/17 - 11:12:30 | 200 |       522.4µs |             ::1 | GET      "/item/quantity/2"
[GIN] 2025/06/17 - 11:12:30 | 200 |     28.0481ms |             ::1 | GET      "/item/quantity/3"
[GIN] 2025/06/17 - 11:13:41 | 200 |       519.6µs |             ::1 | GET      "/user/validate"
[GIN] 2025/06/17 - 11:13:44 | 200 |       562.2µs |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:13:44 | 200 |            0s |             ::1 | GET      "/item"
[GIN] 2025/06/17 - 11:13:44 | 200 |            0s |             ::1 | GET      "/item/quantity/1"
[GIN] 2025/06/17 - 11:13:44 | 200 |       542.6µs |             ::1 | GET      "/item/quantity/2"
[GIN] 2025/06/17 - 11:13:45 | 200 |    141.9807ms |             ::1 | GET      "/item/quantity/3"
[GIN] 2025/06/17 - 11:13:49 | 200 |      1.2873ms |             ::1 | POST     "/category"
[GIN] 2025/06/17 - 11:13:49 | 200 |       580.4µs |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:13:52 | 200 |       523.2µs |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:13:52 | 200 |            0s |             ::1 | GET      "/item"
[GIN] 2025/06/17 - 11:13:52 | 200 |            0s |             ::1 | GET      "/item/quantity/1"
[GIN] 2025/06/17 - 11:13:52 | 200 |       577.1µs |             ::1 | GET      "/item/quantity/2"
[GIN] 2025/06/17 - 11:13:52 | 200 |     27.8633ms |             ::1 | GET      "/item/quantity/3"
[GIN] 2025/06/17 - 11:13:53 | 200 |       547.4µs |             ::1 | GET      "/category"
